StudyHours,Attendance,InternalMarks,PreviousScore,TotalMarks,Result
6.18,44.7,25.47,41.38,113.85,1
8.76,84.87,28.41,32.07,145.16,1
8.96,78.01,21.7,38.57,136.8,1
4.77,77.67,25.59,55.13,125.64,1
4.86,68.68,25.06,78.64,133.54,1
1.23,69.45,15.16,39.9,77.85,1
6.87,81.5,16.2,31.04,113.64,1
8.3,48.9,19.57,39.05,118.24,1
2.82,54.69,10.38,27.06,67.9,1
4.5,91.01,15.95,84.87,129.76,1
8.47,51.62,19.48,81.08,141.23,1
8.83,68.24,12.16,41.59,119.31,1
2.81,79.18,12.53,37.29,85.97,1
5.73,99.99,19.26,83.38,144.96,1
2.33,60.47,24.62,20.12,85.16,1
1.47,59.97,26.67,62.04,103.83,1
9.16,88.98,20.93,84.12,164.01,1
8.29,86.39,19.49,55.6,141.33,1
7.72,81.18,17.69,20.21,115.43,1
0.96,62.43,13.86,35.32,69.18,1
8.52,52.68,12.93,84.57,133.87,1
4.66,72.61,25.84,21.19,106.36,1
3.75,91.34,19.3,47.63,111.8,1
5.69,91.86,25.81,75.28,147.24,1
1.37,37.59,24.08,78.67,98.71,1
7.69,59.98,13.88,53.43,117.67,1
6.03,62.53,20.21,36.27,109.64,1
2.27,98.43,18.88,61.98,112.3,1
2.29,77.46,18.48,38.46,91.67,1
2.25,58.51,20.85,37.87,87.11,1
1.04,31.82,29.64,76.53,101.69,1
6.08,69.58,26.26,30.8,119.1,1
8.48,36.73,28.07,20.39,117.87,1
0.67,88.41,10.59,43.57,77.05,1
0.97,82.68,12.81,54.37,85.29,1
5.94,62.24,11.7,69.36,112.77,1
8.29,60.04,15.26,74.68,133.99,1
3.6,92.81,18.84,66.45,120.21,1
3.82,50.19,22.84,63.86,109.19,1
6.17,47.43,20.02,66.6,119.32,1
3.11,95.74,28.06,39.01,118.55,1
0.75,86.65,28.8,46.77,105.75,1
7.48,87.44,13.27,63.15,131.34,1
6.44,43.66,27.06,24.59,108.99,1
6.02,40.03,19.63,40.67,101.91,1
7.55,31.82,19.07,48.45,110.86,1
6.91,46.59,25.7,57.34,127.32,1
2.46,84.19,11.86,54.05,93.25,1
3.85,46.8,27.65,70.27,118.43,1
1.7,81.04,23.42,53.14,104.32,1
1.73,47.63,27.51,83.29,112.34,1
6.92,57.67,29.89,46.62,132.73,1
8.66,98.82,20.36,56.78,150.42,1
9.65,47.14,11.87,20.22,104.67,1
6.47,56.35,13.33,41.73,102.22,1
2.25,51.08,16.47,80.66,98.97,1
1.5,37.67,12.07,43.35,63.85,1
8.22,64.29,26.31,37.72,133.36,1
6.0,56.51,15.94,58.05,111.54,1
6.37,78.64,29.52,25.51,126.71,1
7.92,87.23,24.05,57.21,147.09,1
7.18,68.1,13.47,41.26,111.15,1
8.43,32.25,19.52,46.82,116.17,1
1.03,73.32,19.34,75.4,102.22,1
7.6,33.88,19.85,66.34,122.1,1
8.58,73.14,20.71,51.23,137.42,1
3.22,77.95,10.62,60.43,96.65,1
6.58,43.84,23.73,73.68,129.45,1
3.48,87.35,19.74,72.2,121.53,1
9.6,93.78,25.82,32.97,150.33,1
0.82,86.92,26.31,41.06,99.68,1
6.01,51.36,14.61,44.38,100.71,1
2.08,71.07,10.97,33.13,73.93,1
7.27,94.04,24.06,20.85,127.75,1
2.17,52.45,29.56,32.18,94.43,1
2.74,87.4,18.93,76.58,118.08,1
5.2,30.66,15.19,58.21,95.35,1
9.19,30.26,13.13,43.92,108.9,1
2.51,83.18,15.75,62.58,103.25,1
1.87,83.3,16.56,71.79,105.28,1
7.71,85.23,18.48,44.81,130.48,1
5.26,95.1,23.11,52.63,130.58,1
9.16,38.25,15.46,24.49,105.7,1
1.89,46.24,11.02,61.8,77.27,1
6.64,93.26,17.47,44.95,125.82,1
2.71,42.41,27.11,50.35,99.06,1
1.99,77.76,19.97,49.58,97.79,1
6.99,67.13,29.3,64.27,144.88,1
6.14,35.82,20.07,60.07,111.31,1
7.67,49.97,15.52,49.55,114.06,1
3.44,66.43,13.87,21.19,78.61,1
4.76,89.66,23.89,63.47,131.99,1
4.35,79.53,20.73,81.57,129.79,1
9.85,73.53,22.08,73.87,158.57,1
3.28,64.72,25.1,88.71,127.57,1
3.3,50.91,24.52,29.74,91.81,1
3.87,38.35,10.87,35.58,72.66,1
5.86,58.64,26.05,57.75,126.57,1
2.9,32.0,20.65,36.51,79.43,1
9.2,44.77,17.83,22.42,111.06,1
3.02,60.27,20.75,48.16,97.43,1
9.01,59.3,22.25,40.14,131.22,1
1.48,33.1,12.99,38.46,60.84,1
6.74,71.23,18.35,86.72,139.82,1
9.12,68.48,16.71,36.69,125.52,1
2.1,35.47,17.01,29.06,66.83,1
9.7,96.02,11.83,28.77,128.74,1
4.8,36.96,13.2,76.44,101.6,1
9.48,89.84,13.24,70.04,147.7,1
6.93,30.02,17.46,29.06,94.31,1
3.37,91.76,27.89,35.38,116.45,1
2.29,31.38,14.12,72.31,83.63,1
3.39,83.05,18.32,39.22,100.65,1
1.38,55.32,16.23,88.71,99.11,1
1.87,81.68,25.75,57.84,111.44,1
1.49,58.12,11.0,33.44,65.41,1
4.52,34.96,13.93,80.12,102.06,1
8.06,83.73,14.21,42.36,124.35,1
1.84,34.99,29.86,40.22,89.94,1
1.74,94.55,21.42,42.92,101.85,1
6.61,33.57,12.78,73.77,109.14,1
2.37,63.55,15.44,32.12,78.86,1
1.43,80.61,13.36,46.73,84.23,1
2.09,57.53,12.49,22.16,65.37,1
9.28,45.21,25.94,77.86,151.6,1
8.3,83.14,19.92,43.85,134.86,1
3.86,84.9,22.62,37.37,109.74,1
6.73,94.59,16.63,60.59,133.46,1
5.6,56.33,21.07,69.35,122.41,1
6.93,65.44,15.15,76.9,128.93,1
6.99,55.42,16.16,44.34,110.52,1
6.47,48.0,23.04,76.86,131.01,1
3.03,82.57,13.01,52.54,96.99,1
0.87,53.78,22.34,27.08,73.78,1
4.83,59.97,27.04,79.24,133.15,1
8.96,58.26,12.41,58.33,124.84,1
5.91,79.89,27.95,62.17,140.43,1
8.41,94.25,11.59,85.62,148.35,1
9.92,76.67,16.98,59.14,145.23,1
2.05,63.01,22.21,20.39,81.01,1
7.07,84.54,21.19,80.94,148.49,1
6.91,74.87,11.93,39.93,109.27,1
9.81,34.24,25.98,55.12,139.09,1
9.86,36.7,29.46,34.34,135.2,1
7.02,32.65,13.62,40.79,96.0,1
2.81,61.98,27.9,68.07,117.54,1
8.09,87.81,21.14,50.07,140.41,1
1.52,51.92,28.72,63.9,104.92,1
7.92,56.89,13.52,77.65,129.38,1
9.15,93.66,25.84,43.86,153.05,1
4.14,88.58,11.2,59.78,106.96,1
6.49,76.55,27.66,74.43,148.27,1
4.59,48.68,23.48,70.06,117.26,1
4.66,38.19,17.41,57.79,98.25,1
3.45,31.12,13.81,46.84,77.28,1
7.74,37.49,26.33,48.53,125.2,1
9.39,50.48,22.06,50.32,134.78,1
9.44,68.63,17.21,44.42,132.12,1
2.16,34.48,18.88,68.94,89.54,1
8.81,39.54,26.53,28.78,122.86,1
7.51,42.68,16.78,87.72,131.16,1
2.9,74.24,11.79,74.53,102.05,1
1.14,73.11,28.23,40.87,98.86,1
3.05,68.55,17.75,22.98,83.84,1
9.17,47.54,16.97,69.79,134.39,1
6.52,55.98,14.09,71.41,118.35,1
7.35,36.77,27.95,87.45,144.46,1
2.94,45.85,14.35,37.76,76.39,1
7.33,92.84,22.73,25.79,128.11,1
0.77,98.58,27.62,84.06,127.51,1
4.07,75.34,10.7,38.11,89.66,1
6.45,94.18,26.58,70.51,151.5,1
1.89,74.99,18.21,24.25,80.78,1
8.32,32.32,23.16,73.24,134.21,1
2.73,99.77,17.45,28.89,96.91,1
6.7,36.93,23.91,68.69,125.18,1
4.35,77.78,15.09,57.26,108.48,1
6.16,47.7,10.44,86.88,115.14,1
1.52,57.44,28.96,22.58,86.83,1
0.66,75.22,10.33,40.44,69.76,1
9.14,60.55,26.48,24.87,131.22,1
3.06,47.54,13.38,81.54,98.22,1
8.29,53.41,17.84,61.57,128.65,1
9.99,53.91,26.45,57.45,149.9,1
2.51,97.15,14.12,29.2,89.7,1
3.02,85.9,27.31,54.23,120.56,1
6.8,62.1,19.96,47.91,119.54,1
9.67,43.99,17.32,42.1,122.65,1
9.2,86.77,23.25,74.05,161.81,1
5.28,41.0,16.83,24.29,85.47,1
8.05,44.73,16.95,65.27,124.25,1
1.79,55.62,24.67,77.61,108.8,1
9.79,91.62,16.2,83.51,161.44,1
9.66,39.23,14.02,72.21,130.79,1
2.06,38.56,26.15,39.77,86.89,1
3.34,64.58,26.11,62.04,116.06,1
1.45,49.35,19.95,29.9,73.32,1
3.08,69.81,20.53,28.19,91.29,1
8.25,61.61,23.92,64.7,142.37,1
4.09,60.45,20.19,79.58,118.79,1
1.34,37.84,18.34,24.71,63.04,1
3.75,39.87,29.9,27.42,97.01,1
9.82,87.48,12.95,59.59,143.13,1
6.48,92.01,21.85,35.27,126.09,1
4.45,46.43,27.72,62.83,118.27,1
2.08,37.94,23.74,35.02,80.78,1
9.87,33.74,27.62,28.15,128.22,1
8.3,72.58,16.73,58.19,133.02,1
3.17,80.07,15.44,80.35,114.38,1
1.17,56.1,27.03,67.96,103.98,1
1.04,77.58,17.88,77.31,102.75,1
1.64,79.91,24.19,38.64,97.41,1
6.02,95.47,12.95,82.02,134.74,1
9.32,34.54,25.12,46.39,130.61,1
5.22,43.46,20.98,79.67,120.01,1
8.51,34.8,15.37,52.98,114.52,1
4.74,90.76,19.89,38.75,113.95,1
7.23,85.48,23.94,38.22,132.59,1
7.45,70.22,10.24,59.74,118.02,1
2.15,35.86,22.75,25.53,74.13,1
3.93,49.13,20.83,85.1,117.03,1
6.55,50.84,14.41,39.0,100.75,1
1.17,69.25,25.06,43.49,94.06,1
3.93,48.06,16.07,36.33,85.07,1
5.58,35.11,15.54,20.21,80.94,1
9.96,81.15,19.42,68.48,155.59,1
5.01,50.94,23.52,61.34,116.39,1
8.25,61.67,28.58,76.68,155.38,1
4.6,38.94,12.83,22.87,73.86,1
8.07,86.18,17.93,85.01,152.29,1
6.16,69.59,11.34,43.16,103.39,1
8.92,93.11,25.17,83.91,170.47,1
4.4,64.68,18.95,27.5,94.45,1
6.24,95.9,24.14,72.07,148.05,1
6.49,92.43,16.44,60.56,130.85,1
4.47,70.35,26.89,45.07,117.83,1
1.87,95.37,20.7,25.54,93.19,1
1.39,52.62,28.87,62.33,103.86,1
0.66,55.59,11.58,21.85,54.49,1
8.8,33.18,20.29,55.09,124.05,1
2.75,71.24,25.33,62.29,114.14,1
2.51,80.53,22.0,71.28,115.91,1
7.49,84.15,10.46,89.39,138.98,1
3.54,40.49,29.45,38.21,100.72,1
5.31,61.09,15.97,42.57,101.54,1
2.04,42.38,14.99,43.88,73.62,1
9.62,76.35,19.71,71.21,153.43,1
8.59,41.06,20.84,85.23,141.84,1
8.71,93.29,25.33,88.2,171.67,1
4.36,46.14,17.87,86.21,114.53,1
7.74,50.4,18.8,81.56,135.58,1
1.87,89.56,20.7,89.37,122.78,1
0.58,62.09,17.89,46.32,78.31,1
0.69,31.68,28.29,86.38,102.44,1
6.07,64.62,27.03,73.27,139.45,1
4.83,35.92,19.1,31.79,87.89,1
5.42,98.97,10.0,23.18,98.7,1
0.57,71.17,28.02,35.01,91.42,1
4.52,47.96,12.49,74.51,102.29,1
7.32,69.46,14.89,64.22,126.15,1
4.71,35.38,13.05,35.7,79.84,1
7.46,85.99,13.6,71.93,135.52,1
2.71,94.77,26.06,29.89,108.2,1
8.22,91.21,21.59,77.53,156.95,1
6.09,53.92,29.12,75.59,139.58,1
2.5,52.8,14.63,88.08,102.1,1
2.75,32.46,19.71,30.52,74.31,1
6.47,75.6,29.55,83.46,155.12,1
8.38,67.44,26.53,43.88,138.99,1
4.45,62.15,24.57,49.12,112.98,1
2.95,93.53,13.78,52.79,102.18,1
8.74,41.75,25.39,63.88,139.16,1
6.86,30.68,16.95,89.63,123.67,1
4.76,35.13,20.61,62.0,104.53,1
5.14,45.64,22.18,84.87,124.8,1
2.44,32.33,22.19,37.85,79.78,1
6.45,65.2,24.53,47.89,125.52,1
3.91,51.99,23.23,55.31,106.76,1
9.96,42.63,11.37,42.6,115.17,1
5.06,82.51,19.15,88.38,136.28,1
5.12,44.31,23.28,70.8,118.76,1
5.88,78.13,15.92,53.52,117.17,1
9.21,54.45,16.26,72.59,137.73,1
8.11,65.83,12.49,52.72,120.09,1
4.79,95.37,18.37,21.21,105.05,1
7.33,32.61,29.74,58.02,130.64,1
6.07,65.02,15.71,63.76,117.87,1
5.18,89.81,20.63,88.68,142.29,1
2.33,71.16,24.86,22.86,91.16,1
4.91,49.38,10.27,55.85,92.54,1
2.84,57.84,28.01,26.87,95.63,1
9.19,77.62,17.73,30.43,128.0,1
3.69,92.36,27.38,62.73,131.52,1
9.55,32.87,10.78,36.21,104.72,1
5.56,35.01,12.91,72.44,102.95,1
6.5,52.75,16.45,55.99,112.77,1
5.66,46.29,16.91,35.27,95.48,1
1.73,48.55,26.96,54.57,97.52,1
4.07,45.49,10.22,20.06,67.98,1
1.44,43.71,22.82,80.39,100.55,1
6.42,39.14,12.63,20.89,83.57,1
4.75,95.38,26.46,20.49,116.59,1
7.89,40.09,25.57,62.81,133.14,1
2.59,44.31,20.0,88.15,107.34,1
2.06,47.24,14.25,79.92,92.59,1
4.36,95.31,22.69,37.64,117.14,1
9.3,82.9,13.13,33.77,125.54,1
7.25,85.28,13.8,63.83,130.23,1
4.48,37.33,22.53,77.58,114.4,1
5.41,88.54,29.82,45.35,135.28,1
1.3,58.57,27.82,50.26,98.09,1
9.85,48.4,21.86,28.08,125.29,1
6.83,70.3,20.77,30.7,115.6,1
3.21,87.55,29.97,59.78,129.12,1
6.07,84.51,20.95,27.19,115.24,1
1.54,92.3,18.4,34.14,90.83,1
9.68,94.97,28.19,36.43,156.57,1
2.16,46.67,14.68,51.07,79.18,1
6.66,59.67,11.95,23.19,93.35,1
2.83,31.02,22.68,54.98,90.9,1
7.32,91.55,11.92,85.01,140.92,1
7.88,40.82,17.46,21.71,100.65,1
6.9,90.3,18.47,64.17,137.31,1
6.34,53.06,20.95,78.51,129.94,1
8.98,55.77,29.83,41.87,141.87,1
1.25,32.74,14.42,29.21,56.83,1
3.64,52.88,17.52,23.03,80.79,1
2.86,92.19,12.64,65.07,105.53,1
9.89,31.79,22.15,58.66,134.61,1
4.2,58.44,24.55,36.05,103.43,1
7.46,32.2,19.64,78.21,126.2,1
7.0,55.96,14.92,71.49,122.51,1
2.51,42.08,22.42,39.35,85.2,1
2.77,47.66,20.78,72.74,103.22,1
3.17,91.43,13.42,37.15,94.3,1
4.41,60.52,18.11,67.27,111.47,1
2.73,49.17,18.7,28.3,78.25,1
0.69,71.25,29.65,68.46,111.34,1
8.85,39.95,26.99,36.71,127.92,1
9.67,48.16,24.69,60.07,144.35,1
3.74,68.24,27.78,32.07,107.44,1
3.72,46.63,24.71,70.82,113.45,1
0.57,77.54,28.07,24.26,88.67,1
6.96,64.4,11.09,31.58,99.94,1
8.34,84.04,19.12,32.89,128.78,1
1.89,96.38,24.94,22.89,98.75,1
2.02,38.11,21.67,72.15,95.94,1
8.01,53.43,13.5,88.67,134.02,1
6.35,52.37,16.81,74.49,121.51,1
0.93,40.58,16.36,80.24,86.47,1
6.41,86.72,15.23,20.42,106.2,1
3.43,83.19,16.86,28.25,93.27,1
4.0,63.91,20.3,59.13,109.58,1
7.81,67.64,27.1,88.45,158.79,1
8.2,34.17,24.84,66.25,133.25,1
4.3,68.89,26.7,46.19,116.5,1
9.5,85.39,27.67,30.23,147.78,1
4.36,70.17,18.32,30.7,97.06,1
7.83,48.57,16.92,45.39,114.48,1
5.1,76.73,11.15,69.97,113.0,1
9.03,55.3,28.61,22.23,130.33,1
9.12,68.14,11.32,79.65,138.78,1
1.33,64.13,24.82,85.91,113.82,1
9.4,56.68,17.56,82.22,146.52,1
8.34,80.32,28.98,83.91,167.59,1
8.02,91.87,18.39,21.07,122.99,1
2.41,30.36,26.33,88.45,110.32,1
8.15,95.35,15.65,45.64,133.34,1
8.58,65.81,15.98,80.85,142.2,1
3.25,79.05,21.91,33.08,100.52,1
9.55,89.89,29.96,51.26,163.83,1
0.97,62.7,20.35,23.09,72.97,1
1.92,88.45,28.73,22.81,101.4,1
5.61,42.43,25.72,86.03,132.23,1
5.97,41.14,25.92,76.74,129.53,1
6.63,76.02,18.72,57.09,126.81,1
0.66,90.91,17.73,56.78,95.31,1
9.62,92.47,13.84,72.41,151.67,1
0.92,75.06,29.28,43.92,101.42,1
1.86,66.78,29.19,73.33,118.32,1
0.63,53.2,24.94,53.95,89.44,1
5.89,98.6,15.93,64.65,131.0,1
9.36,52.38,14.9,87.54,143.23,1
6.83,82.09,29.77,52.99,144.97,1
8.32,67.24,11.33,49.29,118.46,1
0.63,72.6,26.87,83.4,114.82,1
5.65,57.54,17.11,83.18,124.17,1
4.87,97.54,18.38,89.47,140.54,1
5.24,70.02,26.64,58.56,128.69,1
1.19,95.65,11.81,44.1,85.16,1
7.0,30.53,17.08,36.83,98.25,1
5.28,70.09,29.04,22.39,114.47,1
7.77,80.2,23.98,70.87,150.11,1
5.11,82.16,25.1,36.34,119.34,1
1.92,93.35,25.15,62.46,117.82,1
6.66,30.31,11.21,84.16,110.98,1
2.14,30.02,14.06,86.51,89.19,1
8.79,63.06,19.83,20.31,117.86,1
6.32,32.05,17.36,42.2,97.88,1
1.99,98.22,18.22,78.62,117.87,1
9.64,45.54,25.63,57.55,143.28,1
5.42,63.09,10.29,76.53,111.46,1
1.19,34.28,23.21,79.73,95.53,1
6.45,66.54,10.0,50.98,105.81,1
2.91,56.6,11.26,45.13,79.56,1
8.14,33.13,18.17,51.88,115.29,1
8.27,53.46,26.82,65.7,144.08,1
9.8,57.4,12.9,45.7,123.96,1
5.27,99.29,21.09,74.25,140.1,1
4.82,44.55,23.57,83.28,123.74,1
7.66,68.13,14.59,39.76,114.98,1
1.76,99.11,20.25,87.55,124.35,1
5.7,85.44,28.23,63.59,142.52,1
5.69,99.54,20.24,81.47,145.05,1
1.35,97.78,13.15,27.27,80.57,1
4.47,64.27,22.56,37.6,105.17,1
8.61,78.75,21.84,42.47,137.15,1
8.63,37.73,10.54,41.2,103.28,1
1.44,60.88,11.81,32.03,66.72,1
1.36,86.63,13.14,80.77,102.91,1
3.0,65.37,12.73,49.3,87.89,1
8.81,79.19,15.19,87.42,151.03,1
1.72,82.2,19.08,60.84,102.24,1
7.34,47.74,17.43,29.69,104.13,1
1.46,91.3,27.81,58.21,116.1,1
6.42,62.19,22.24,89.55,141.53,1
3.88,44.71,27.52,59.56,112.22,1
7.99,90.58,20.54,20.13,125.05,1
2.72,59.25,11.8,85.32,100.38,1
6.57,82.52,19.27,36.44,119.55,1
2.74,68.36,26.44,68.2,117.54,1
7.28,56.73,13.88,56.06,115.22,1
8.8,86.69,11.82,42.78,126.6,1
1.7,70.91,16.59,39.78,83.34,1
8.73,57.34,17.78,85.01,144.49,1
6.14,37.67,16.13,83.83,118.02,1
1.71,92.68,12.7,55.92,94.34,1
4.56,32.48,15.02,38.09,81.93,1
2.03,90.42,23.65,27.16,97.4,1
7.15,55.2,17.72,30.96,107.04,1
7.71,74.75,22.65,56.56,138.42,1
1.51,94.55,20.73,41.55,98.75,1
5.31,40.62,20.98,22.94,91.05,1
8.24,69.69,14.97,51.86,125.7,1
9.39,83.51,20.43,72.23,156.5,1
5.38,83.03,10.47,82.42,122.41,1
9.53,66.79,18.63,60.97,142.33,1
5.59,73.73,21.45,70.63,130.52,1
4.24,83.03,13.64,45.48,101.85,1
8.56,88.87,15.13,54.74,136.97,1
5.18,83.33,14.39,71.07,121.53,1
4.98,54.78,11.41,70.94,104.38,1
5.16,99.77,16.96,49.72,121.17,1
8.54,60.42,29.58,58.06,148.81,1
8.4,31.71,17.08,84.67,131.04,1
4.33,55.38,19.21,64.24,109.07,1
3.67,38.94,23.06,64.98,104.68,1
5.17,38.5,22.97,74.92,118.34,1
5.94,49.71,29.0,28.07,113.06,1
2.76,33.74,27.15,56.6,99.08,1
8.04,78.2,25.88,87.16,161.92,1
5.12,35.18,29.03,45.32,111.0,1
3.67,44.23,14.62,40.64,81.96,1
1.51,36.5,22.34,62.08,88.21,1
2.77,34.42,27.74,35.48,89.74,1
9.52,48.74,22.48,58.92,139.8,1
3.4,70.03,29.55,30.9,108.19,1
2.1,97.53,12.01,60.59,99.92,1
4.88,91.29,18.79,62.17,125.07,1
3.42,91.32,29.55,49.29,126.02,1
0.83,42.32,17.59,46.79,71.69,1
3.57,48.54,24.79,37.18,96.61,1
5.67,35.35,10.61,43.16,85.65,1
5.74,84.49,23.9,54.88,131.53,1
3.89,34.89,28.69,37.34,99.0,1
4.75,68.97,17.65,74.8,119.96,1
9.67,47.35,10.43,69.63,127.42,1
4.08,47.04,10.56,38.85,78.56,1
2.95,99.35,27.84,26.82,112.61,1
2.81,82.97,24.45,20.01,96.73,1
4.85,88.59,12.13,61.77,113.62,1
7.72,70.04,11.09,34.8,108.37,1
2.46,90.97,26.1,20.88,100.74,1
7.24,75.18,26.2,45.14,135.38,1
0.7,96.23,12.41,87.34,104.98,1
4.48,49.69,16.03,68.3,104.95,1
7.87,71.67,25.6,80.04,154.31,1
3.72,78.31,20.51,30.13,99.47,1
5.86,57.51,29.13,25.13,114.42,1
2.45,91.58,19.62,20.81,91.17,1
7.55,98.59,23.54,86.9,163.5,1
1.0,64.56,20.2,41.01,82.63,1
8.6,57.34,28.86,52.17,143.91,1
2.38,63.04,17.97,47.62,90.26,1
8.81,89.69,14.6,71.13,146.2,1
3.85,75.18,16.53,41.7,98.82,1
7.37,33.13,27.06,57.48,126.8,1
3.53,67.95,19.96,89.69,123.14,1
9.11,31.21,17.09,51.08,118.32,1
1.7,84.5,20.89,58.59,104.63,1
2.2,52.98,12.66,55.18,80.97,1
5.18,63.04,10.11,76.22,109.57,1
1.28,85.91,15.61,38.68,84.8,1
2.36,33.25,22.1,31.93,76.58,1
9.47,41.1,24.23,72.79,146.0,1
9.78,57.86,26.53,49.09,146.16,1
4.07,46.09,28.53,83.96,127.63,1
9.27,53.65,18.24,65.09,136.99,1
5.68,99.87,24.81,59.5,140.99,1
3.06,87.78,11.49,24.93,83.17,1
7.17,91.87,11.15,71.13,132.06,1
6.76,95.59,12.5,68.02,131.56,1
9.9,53.87,18.97,64.81,141.81,1
3.02,50.8,14.23,38.75,79.16,1
6.88,46.38,15.74,86.27,126.58,1
0.99,88.11,22.96,42.52,96.88,1
1.58,77.57,17.17,30.66,81.59,1
0.54,46.53,21.15,89.1,98.13,1
9.99,56.39,18.25,72.24,145.99,1
8.12,65.47,13.38,49.04,119.5,1
7.97,66.97,11.48,85.51,134.58,1
5.34,92.21,14.72,26.38,104.19,1
3.35,56.64,11.15,26.14,72.55,1
1.94,93.6,22.37,67.77,116.52,1
3.2,60.9,25.91,32.46,98.66,1
4.07,82.25,16.79,84.2,124.6,1
7.68,95.12,17.74,78.83,150.15,1
5.63,93.53,26.32,41.45,131.4,1
1.24,33.99,14.45,82.22,83.82,1
0.67,44.4,12.38,23.0,51.85,1
1.47,63.38,20.02,58.4,93.4,1
4.4,60.21,22.92,85.49,127.61,1
9.37,74.86,21.99,79.88,159.09,1
6.56,96.13,24.28,44.93,136.7,1
8.12,37.87,11.14,32.8,96.98,1
4.93,61.63,18.56,34.74,99.44,1
3.94,43.47,14.77,56.02,91.19,1
1.53,92.59,25.18,61.77,114.87,1
8.82,97.52,27.45,22.3,144.25,1
7.94,63.51,15.63,48.95,120.96,1
2.1,37.28,11.9,78.13,84.43,1
5.37,84.97,15.07,51.1,114.36,1
5.13,78.8,12.08,31.84,96.34,1
6.44,54.83,16.45,86.84,128.67,1
9.49,92.12,20.76,38.64,144.25,1
6.01,98.31,29.47,75.89,157.53,1
5.63,69.05,17.99,33.57,105.17,1
0.98,69.6,14.4,49.62,80.13,1
1.1,50.83,13.34,54.33,74.11,1
2.28,70.92,13.46,55.04,89.76,1
0.81,60.77,13.85,56.15,78.02,1
7.56,51.15,25.25,35.75,121.57,1
7.37,34.7,11.22,56.11,102.99,1
1.79,47.69,29.95,53.72,101.6,1
8.44,43.85,20.45,34.61,116.16,1
1.97,67.94,20.89,89.17,114.92,1
3.36,72.12,17.15,80.59,115.03,1
2.87,72.6,23.81,82.13,123.04,1
4.04,57.17,19.43,67.99,110.25,1
2.92,59.49,16.58,31.19,81.78,1
5.15,88.4,15.3,59.77,119.1,1
4.37,63.34,28.51,77.5,133.07,1
9.87,99.14,15.82,22.71,133.96,1
1.03,60.77,18.73,54.71,85.94,1
1.85,75.47,17.01,47.73,90.67,1
1.0,33.53,11.72,34.85,54.42,1
6.45,75.73,13.72,46.48,112.81,1
1.02,89.6,13.79,88.84,107.06,1
8.45,95.97,23.87,70.63,160.21,1
5.36,99.81,18.13,40.97,119.76,1
5.51,49.75,25.64,62.37,122.61,1
5.84,70.28,24.18,37.27,118.06,1
2.12,61.55,13.84,62.76,89.48,1
2.38,69.47,21.26,82.73,115.32,1
3.53,41.02,24.86,58.98,104.37,1
6.14,89.93,22.66,71.33,142.47,1
2.5,93.67,22.0,51.73,111.33,1
1.61,61.48,24.79,56.69,99.78,1
9.72,49.63,11.14,68.66,129.21,1
0.71,39.86,24.63,76.87,95.58,1
8.13,77.86,15.45,66.16,136.18,1
7.99,51.86,21.44,88.42,145.05,1
3.32,93.67,14.85,77.39,118.36,1
1.79,76.97,26.78,74.4,118.9,1
1.88,75.2,19.61,79.16,110.36,1
7.13,69.16,22.86,39.68,124.57,1
6.61,33.2,25.88,50.24,116.88,1
7.94,95.23,27.91,59.51,157.35,1
9.41,73.96,24.64,52.37,149.19,1
7.07,99.58,12.98,79.32,141.38,1
1.98,67.61,27.09,21.89,90.5,1
2.81,79.71,22.37,34.64,99.62,1
8.5,33.93,22.19,81.72,138.72,1
2.49,74.22,28.43,24.14,99.34,1
1.19,83.53,14.98,35.89,80.97,1
7.18,84.5,14.79,44.59,121.36,1
4.32,83.91,20.26,72.55,126.15,1
9.24,45.84,25.02,59.21,140.91,1
6.68,98.28,18.94,86.82,151.21,1
1.36,99.66,22.68,35.95,100.02,1
9.5,35.29,19.05,81.05,140.22,1
2.96,95.55,22.21,39.8,109.2,1
3.7,50.26,26.45,37.18,100.57,1
4.32,78.25,13.61,54.89,105.08,1
0.99,53.67,23.91,24.98,75.76,1
5.22,97.74,25.75,46.9,132.49,1
1.67,37.11,18.94,44.9,75.72,1
4.31,64.84,16.46,31.21,92.09,1
3.83,59.96,10.27,80.26,102.5,1
7.84,52.82,25.94,47.01,130.58,1
8.13,75.19,16.56,88.73,148.06,1
1.96,39.17,17.15,82.98,94.64,1
3.98,80.17,16.72,33.64,97.85,1
4.05,98.64,19.97,55.36,121.39,1
1.94,86.32,24.05,62.13,113.31,1
8.09,90.2,25.44,77.33,161.44,1
7.22,55.17,17.85,81.99,133.16,1
2.31,52.74,23.26,63.68,101.69,1
3.98,66.19,24.41,22.46,98.2,1
1.51,33.2,15.94,53.69,73.1,1
6.47,96.18,11.93,81.94,136.16,1
1.65,40.06,27.89,69.99,102.75,1
9.87,93.21,23.54,80.91,172.27,1
7.92,35.85,22.96,67.19,129.89,1
4.21,87.58,11.18,23.08,88.6,1
6.0,40.64,26.36,87.76,135.68,1
9.16,32.67,21.32,84.26,142.14,1
5.76,80.36,26.96,28.86,121.57,1
2.16,49.62,29.49,27.89,90.99,1
4.1,80.01,29.14,57.74,129.18,1
8.51,68.86,27.12,72.99,155.78,1
6.62,37.62,10.22,46.75,93.47,1
6.68,95.25,27.71,29.55,134.52,1
8.73,61.66,11.5,55.74,122.16,1
